region,sector,tabanca
bafata,bafata,Afia I II
bafata,bafata,Anambe
bafata,bafata,Bagher
bafata,bafata,Bairro 1
bafata,bafata,Bairro 2 
bafata,bafata,Bairro 3
bafata,bafata,Bairro 4
bafata,bafata,Bairro 5 Caibara
bafata,bafata,Bairro 6  Amadora
bafata,bafata,Bairro Policia
bafata,bafata,Balin Djam
bafata,bafata,Banduma
bafata,bafata,Bantanguel
bafata,bafata,Belem
bafata,bafata,Bidjine
bafata,bafata,Binalu
bafata,bafata,Binate Inbana
bafata,bafata,Bissaque
bafata,bafata,Bissora
bafata,bafata,Bricama I
bafata,bafata,Bricama II
bafata,bafata,Bunancar
bafata,bafata,Buntunssum
bafata,bafata,Cadjutu
bafata,bafata,Caier Sane
bafata,bafata,Camancoto
bafata,bafata,Camaracunda
bafata,bafata,Campampe
bafata,bafata,Candemba Uri
bafata,bafata,Candembuia
bafata,bafata,Candemode
bafata,bafata,Candiquel
bafata,bafata,Caur
bafata,bafata,Clufi
bafata,bafata,Coburnel
bafata,bafata,Colimolo
bafata,bafata,Cubaca
bafata,bafata,Cumuda
bafata,bafata,Curura
bafata,bafata,Dandum
bafata,bafata,Darsalam
bafata,bafata,Darsalam
bafata,bafata,Demba Tchadje
bafata,bafata,Dembeldjumpore
bafata,bafata,Djadda
bafata,bafata,Djana
bafata,bafata,Djaubecuta
bafata,bafata,Djaubemaunde
bafata,bafata,Djidda
bafata,bafata,Dutadjara
bafata,bafata,Embalo Cunda
bafata,bafata,Embalocunda
bafata,bafata,Fulamansa
bafata,bafata,Ga-Fati
bafata,bafata,Gandjare
bafata,bafata,Gantauda
bafata,bafata,Gollere
bafata,bafata,Gueladjau
bafata,bafata,Madina Bonco
bafata,bafata,Madina Demba
bafata,bafata,Madina El
bafata,bafata,Madina sinho
bafata,bafata,Madina Tcherno Ali
bafata,bafata,Malam Baio
bafata,bafata,Mama Ioba
bafata,bafata,Mamacono
bafata,bafata,Mancafu
bafata,bafata,Massina
bafata,bafata,Missira
bafata,bafata,Nema Djacanca/Fula
bafata,bafata,Nema I II
bafata,bafata,Nhambanha
bafata,bafata,Nhantana
bafata,bafata,Palhota
bafata,bafata,Ponta Aires
bafata,bafata,Ponta Aristides
bafata,bafata,Ponta Emanuel
bafata,bafata,Ponta Mateus
bafata,bafata,Ponta Motor
bafata,bafata,Ponta Natcha
bafata,bafata,Ponta Novo
bafata,bafata,Ponta Pacal
bafata,bafata,Ponta Turquis
bafata,bafata,Praça
bafata,bafata,Prenha
bafata,bafata,Projecto
bafata,bafata,Quenhato
bafata,bafata,Rabba
bafata,bafata,Rocha de Baixo
bafata,bafata,Rocha de Cima
bafata,bafata,Sadjo Balele
bafata,bafata,Samba Dahabade
bafata,bafata,Samba Sadjo
bafata,bafata,Samba Sale
bafata,bafata,Sambel Embalo
bafata,bafata,Sami Cuia
bafata,bafata,Sami Maudo
bafata,bafata,Sanghare
bafata,bafata,Santandjam
bafata,bafata,Santanto
bafata,bafata,Sao Domingos
bafata,bafata,Sare bambe
bafata,bafata,Sare Djae
bafata,bafata,Sare Iero 
bafata,bafata,Sare Iero Ba
bafata,bafata,Sare Meta
bafata,bafata,Siberia
bafata,bafata,Sindjai
bafata,bafata,Sindjola
bafata,bafata,Sintcaha Carimo
bafata,bafata,Sintch Aladje
bafata,bafata,Sintcha Ade
bafata,bafata,Sintcha Adulai Bafata
bafata,bafata,Sintcha Adulai Cossara
bafata,bafata,Sintcha Agostinho
bafata,bafata,Sintcha Aruna/Amedalai
bafata,bafata,Sintcha Bacar
bafata,bafata,Sintcha Bilale
bafata,bafata,Sintcha Bonco
bafata,bafata,Sintcha Botche
bafata,bafata,Sintcha Bubacar
bafata,bafata,Sintcha Bubacar Cossara
bafata,bafata,Sintcha Bucar
bafata,bafata,Sintcha Bucar
bafata,bafata,Sintcha Califa
bafata,bafata,Sintcha Demba
bafata,bafata,Sintcha Demba Seide
bafata,bafata,Sintcha Dembael
bafata,bafata,Sintcha Djane
bafata,bafata,Sintcha djoquel
bafata,bafata,Sintcha Dulo
bafata,bafata,Sintcha Faram
bafata,bafata,Sintcha Funto
bafata,bafata,Sintcha Garanque
bafata,bafata,Sintcha Ghalem
bafata,bafata,Sintcha Indjai
bafata,bafata,Sintcha Infali
bafata,bafata,Sintcha Issa
bafata,bafata,Sintcha Lamine
bafata,bafata,Sintcha Madi
bafata,bafata,Sintcha Mama Sira
bafata,bafata,Sintcha Mamadu
bafata,bafata,Sintcha Mamadu Cossara
bafata,bafata,Sintcha Mamudo
bafata,bafata,Sintcha Medjo
bafata,bafata,Sintcha Molo
bafata,bafata,Sintcha Molo
bafata,bafata,Sintcha Molo Maria
bafata,bafata,Sintcha Mussa 
bafata,bafata,Sintcha Mussa General
bafata,bafata,Sintcha Pate
bafata,bafata,Sintcha Quemade
bafata,bafata,Sintcha Saido
bafata,bafata,Sintcha Saliu
bafata,bafata,Sintcha Samadeia
bafata,bafata,Sintcha Samba
bafata,bafata,Sintcha Sambel
bafata,bafata,Sintcha Sene
bafata,bafata,Sintcha Sori
bafata,bafata,Sintcha Subum
bafata,bafata,Sintcha Tchiuto
bafata,bafata,Sintcha Umaro
bafata,bafata,Sintcha Umaro/Talo
bafata,bafata,Sintcha Zacarias
bafata,bafata,St Aliu
bafata,bafata,St Bubacar
bafata,bafata,Sucuta
bafata,bafata,Tabandinto
bafata,bafata,Tabato
bafata,bafata,Tchaima
bafata,bafata,Toranco
bafata,bafata,Tunturum
bafata,bafata,Wedje Fula
bafata,bafata,Wedje Mandinga
bafata,bafata,Welingara
bafata,bafata,Yussi/PiSanta
bafata,bambadinca,Acampamento
bafata,bambadinca,Aladje Tinha
bafata,bambadinca,Aliu Djai
bafata,bambadinca,Amedalai
bafata,bambadinca,Bagadadje
bafata,bambadinca,Bairro 1
bafata,bambadinca,Bairro 2
bafata,bambadinca,Bairro 3
bafata,bambadinca,Bantandjam Assa
bafata,bambadinca,Bantandjam Mandinga
bafata,bambadinca,Bantandjan Cuta
bafata,bambadinca,Biana
bafata,bambadinca,Bondje
bafata,bambadinca,Brandao
bafata,bambadinca,Caghale
bafata,bambadinca,Colicumbel
bafata,bambadinca,Coperativa
bafata,bambadinca,Cupo
bafata,bambadinca,Dar-Sa-Lame 1
bafata,bambadinca,Dar-Sa-Lame 2
bafata,bambadinca,Dembataco
bafata,bambadinca,Dembatacoba
bafata,bambadinca,Fa-Balanta
bafata,bambadinca,Fa-Mandinga
bafata,bambadinca,Fa-Nabangna
bafata,bambadinca,Flac Ntela
bafata,bambadinca,Ga-Pepel
bafata,bambadinca,Ga-Tamba
bafata,bambadinca,Ga-Tchebem
bafata,bambadinca,Iero Nhapa
bafata,bambadinca,Iero-Bula
bafata,bambadinca,Intermeio
bafata,bambadinca,Madina
bafata,bambadinca,Madina Alfa
bafata,bambadinca,Madina Fadja
bafata,bambadinca,Madina Nhabidjon
bafata,bambadinca,Mamadjam
bafata,bambadinca,Mampata
bafata,bambadinca,MBule
bafata,bambadinca,Mero
bafata,bambadinca,Meta-Nhancane
bafata,bambadinca,Morcanhe
bafata,bambadinca,Nema/Luanda
bafata,bambadinca,Nhabidjon Bidinca
bafata,bambadinca,Nhabidjon Blubat
bafata,bambadinca,Nhabidjon Cau
bafata,bambadinca,Nhabidjon Mandiga
bafata,bambadinca,Nhabidjon Mbum
bafata,bambadinca,Nhabidjon Tumbum
bafata,bambadinca,NQuere
bafata,bambadinca,Pega Deus
bafata,bambadinca,Ponta Donduma
bafata,bambadinca,Ponta Paulo
bafata,bambadinca,Queca
bafata,bambadinca,Quecuta
bafata,bambadinca,Queruwane
bafata,bambadinca,Samba Djulde
bafata,bambadinca,Samba-Selate
bafata,bambadinca,Sansancuta
bafata,bambadinca,Santa Helena
bafata,bambadinca,Sare-Hade
bafata,bambadinca,Sare-Nhado
bafata,bambadinca,Sedjo
bafata,bambadinca,Sintca Braima
bafata,bambadinca,Sintcha Asse
bafata,bambadinca,Sintcha Bambe
bafata,bambadinca,Sintcha Boi
bafata,bambadinca,Sintcha Dembel
bafata,bambadinca,Sintcha Luis
bafata,bambadinca,Sintcha Manodji
bafata,bambadinca,Sintcha Mauricio
bafata,bambadinca,Sintcha Saliu
bafata,bambadinca,Sintcha Samba
bafata,bambadinca,Sintcha Sauna
bafata,bambadinca,Sintcha Tchonde
bafata,bambadinca,Sintcha Umaro 1
bafata,bambadinca,Sintcha Umaro 2
bafata,bambadinca,Sintchu
bafata,bambadinca,Taibata
bafata,bambadinca,Talata
bafata,bambadinca,Tchacale
bafata,bambadinca,Tchicamel
bafata,bambadinca,Traule
bafata,bambadinca,Tuba
bafata,cambadju,Bantandjam
bafata,cambadju,Bonco
bafata,cambadju,Cambadju
bafata,cambadju,Carantaba
bafata,cambadju,Cucuro
bafata,cambadju,Culinto
bafata,cambadju,Dandu
bafata,cambadju,Lenquebembe
bafata,cambadju,Madina Tchonde
bafata,cambadju,Nhacare
bafata,cambadju,Sare dembel
bafata,cambadju,Sare Male
bafata,cambadju,Sare Salum 1
bafata,cambadju,Sare Salum 2
bafata,cambadju,Sare Salum 3
bafata,cambadju,Sintcha Amadi
bafata,cambadju,Sintcha Aruna
bafata,cambadju,Sintcha Bambe
bafata,cambadju,Sintcha Bodjol
bafata,cambadju,Sintcha Braima
bafata,cambadju,Sintcha Curtiba
bafata,cambadju,Sintcha Demba
bafata,cambadju,Sintcha Djae
bafata,cambadju,Sintcha Iero
bafata,cambadju,Sintcha Issufi
bafata,cambadju,Sintcha Male
bafata,cambadju,Sintcha Mamadu Bobo
bafata,cambadju,Sintcha Mbamtcha
bafata,cambadju,Sintcha Monde Nhada
bafata,cambadju,Sintcha Nfali
bafata,cambadju,Sintcha Niel
bafata,cambadju,Sintcha Quedjo
bafata,cambadju,Sintcha Saido
bafata,cambadju,Sintcha Samba
bafata,cambadju,Sintcha Sene
bafata,cambadju,Sintcha Sila
bafata,cambadju,Sintcha Tcherno
bafata,cambadju,Sintcha Tidjane
bafata,cambadju,Sintcha Umaro
bafata,cambadju,Sintcha Ussumane
bafata,cambadju,Sinthca Guedo
bafata,cambadju,Solcocum
bafata,contuboel, Galugada Mandinga
bafata,contuboel,Arqueba
bafata,contuboel,Bairro-1
bafata,contuboel,Bairro2
bafata,contuboel,Bairro-3
bafata,contuboel,Bairro-4
bafata,contuboel,Bambato
bafata,contuboel,Banculem
bafata,contuboel,Bantanghel
bafata,contuboel,Bare Dabel
bafata,contuboel,Bissangue
bafata,contuboel,Bricama
bafata,contuboel,Bundedjida
bafata,contuboel,Cambadjuel
bafata,contuboel,Candombe Mane
bafata,contuboel,Candombe Sambaro
bafata,contuboel,canquenhe
bafata,contuboel,Cansama
bafata,contuboel,Cansanima
bafata,contuboel,Caone
bafata,contuboel,Catcha
bafata,contuboel,Cuncusira
bafata,contuboel,Cutapenda
bafata,contuboel,Dar gumbo
bafata,contuboel,Darsalam 
bafata,contuboel,Djabel
bafata,contuboel,Djicoi-1
bafata,contuboel,Djicoi-2
bafata,contuboel,Embalocunda
bafata,contuboel,Fataco Fula
bafata,contuboel,Fataco Mandinga
bafata,contuboel,Ga-Indjai-1
bafata,contuboel,Ga-Indjai-2
bafata,contuboel,Galugada Fula
bafata,contuboel,Gansantim
bafata,contuboel,Ginane Fula
bafata,contuboel,Ginane Mandinga
bafata,contuboel,Madina Ioba-1
bafata,contuboel,Madina Ioba-2
bafata,contuboel,Madina Saido
bafata,contuboel,Madina Sara
bafata,contuboel,Manato-1
bafata,contuboel,Manato-2
bafata,contuboel,Manpata
bafata,contuboel,Mari coro
bafata,contuboel,Mariue
bafata,contuboel,Missira Samba
bafata,contuboel,Missira Sambaro
bafata,contuboel,Modi uri
bafata,contuboel,Nhantandim
bafata,contuboel,Samba Iobel
bafata,contuboel,Samba sunto
bafata,contuboel,Sambacunda 
bafata,contuboel,Sancalancunda
bafata,contuboel,Santa Adulai
bafata,contuboel,Santa Alfa
bafata,contuboel,Santa Aliu
bafata,contuboel,Santa Aliu
bafata,contuboel,Santa Assana
bafata,contuboel,Santa Bambe
bafata,contuboel,Santa Biron
bafata,contuboel,Santa Buba
bafata,contuboel,Santa Cabi
bafata,contuboel,Santa cabiro
bafata,contuboel,Santa Conco
bafata,contuboel,Santa Delel
bafata,contuboel,Santa Demba
bafata,contuboel,Santa Demba
bafata,contuboel,Santa Dembadjam
bafata,contuboel,Santa Djai-1
bafata,contuboel,Santa Djai-2
bafata,contuboel,Santa Django
bafata,contuboel,Santa djarga
bafata,contuboel,Santa Djida
bafata,contuboel,Santa Djoquel
bafata,contuboel,Santa Fanca
bafata,contuboel,Santa galo
bafata,contuboel,Santa Iaia
bafata,contuboel,Santa Longa
bafata,contuboel,Santa Mama
bafata,contuboel,Santa Mama Samba
bafata,contuboel,Santa Mamaducunda
bafata,contuboel,Santa Mamaduel
bafata,contuboel,Santa Mamudo
bafata,contuboel,Santa Mane
bafata,contuboel,Santa Manga
bafata,contuboel,Santa Mansali
bafata,contuboel,Santa Mbali
bafata,contuboel,Santa Meta
bafata,contuboel,Santa Otcha
bafata,contuboel,Santa Ramadju
bafata,contuboel,Santa samba
bafata,contuboel,Santa Samba 
bafata,contuboel,Santa Samba Bula
bafata,contuboel,Santa Sambaro
bafata,contuboel,Santa Sarfo
bafata,contuboel,Santa Sulai 
bafata,contuboel,Santa Ture
bafata,contuboel,Santa umaro
bafata,contuboel,Santa Umaro
bafata,contuboel,Santa umaro djau
bafata,contuboel,Sare Ardo
bafata,contuboel,Sare Bessa
bafata,contuboel,Sare Bilale
bafata,contuboel,Sare Biro
bafata,contuboel,Sare Canta
bafata,contuboel,Sare Cutael
bafata,contuboel,Sare Dabel
bafata,contuboel,Sare Demanda 
bafata,contuboel,Sare Djaiba
bafata,contuboel,Sare Djata
bafata,contuboel,Sare Djeno
bafata,contuboel,Sare iero nai
bafata,contuboel,Sare iero-1
bafata,contuboel,Sare Iero-2
bafata,contuboel,Sare Meta Boido
bafata,contuboel,Sare Midjaca
bafata,contuboel,Sare Nhanhale-12
bafata,contuboel,Sare Pate
bafata,contuboel,Sare Tchicam
bafata,contuboel,Sare Tchumo
bafata,contuboel,Sintchur Boebe
bafata,contuboel,Tabauma
bafata,contuboel,Talico
bafata,contuboel,Talto
bafata,contuboel,Temanto Aliu
bafata,contuboel,Waquilare
bafata,cosse,Afia cosse
bafata,cosse,Anambe
bafata,cosse,Bacar Lali
bafata,cosse,Bambaia
bafata,cosse,Bangassia 
bafata,cosse,Bodjabo
bafata,cosse,Bodjo Fulbe
bafata,cosse,Bonhama
bafata,cosse,Bora de Cima
bafata,cosse,Cabufara
bafata,cosse,Campate
bafata,cosse,Can Samba
bafata,cosse,Canbodjo
bafata,cosse,Candjan Cula
bafata,cosse,Candjara
bafata,cosse,Deba
bafata,cosse,Demba arrabi
bafata,cosse,Demba Leguel
bafata,cosse,Demba Meta
bafata,cosse,Djendjelem
bafata,cosse,Dulombe
bafata,cosse,Dulombiel
bafata,cosse,Duludjendjele
bafata,cosse,Galomaro
bafata,cosse,Guerledje
bafata,cosse,Laba-Diam
bafata,cosse,Lenke
bafata,cosse,Madina Aladje
bafata,cosse,Madina Camissa Cabomba
bafata,cosse,Madina Falli 
bafata,cosse,Madina Mama
bafata,cosse,Maraquissa
bafata,cosse,Missira Cabumba
bafata,cosse,Missira de Baixo
bafata,cosse,Missira de Cima
bafata,cosse,Mondidjani
bafata,cosse,Munhini
bafata,cosse,Mussa Iero
bafata,cosse,Paker Gurro
bafata,cosse,Paker Lali
bafata,cosse,Panti-Budjubi
bafata,cosse,Pate Bana
bafata,cosse,Pate Djibel
bafata,cosse,Pati Buia 
bafata,cosse,Pati Seidi
bafata,cosse,Ponta Nelo
bafata,cosse,Saamudo
bafata,cosse,Salia
bafata,cosse,Samba Arry
bafata,cosse,Samba Cumbere
bafata,cosse,Samba Queuel
bafata,cosse,Samba Rabi
bafata,cosse,Samba Tchabi
bafata,cosse,Samba-Cambai
bafata,cosse,Sambu dado
bafata,cosse,Sangue
bafata,cosse,Sangueladje
bafata,cosse,sara Guerel
bafata,cosse,Sarantcho
bafata,cosse,Sare Mansal
bafata,cosse,Sare Ura
bafata,cosse,SareBadjan
bafata,cosse,sintcah gaulo 
bafata,cosse,Sintcha aladje
bafata,cosse,Sintcha alarba
bafata,cosse,Sintcha Aliuel
bafata,cosse,Sintcha Boie
bafata,cosse,sintcha Boy
bafata,cosse,Sintcha Cante
bafata,cosse,Sintcha Coli
bafata,cosse,Sintcha Corca
bafata,cosse,sintcha Demba el
bafata,cosse,Sintcha Dembael(Aluar)
bafata,cosse,Sintcha Demburro
bafata,cosse,Sintcha Faran Fula
bafata,cosse,Sintcha Faran Manjaco
bafata,cosse,Sintcha Idi
bafata,cosse,Sintcha Iero Ba
bafata,cosse,Sintcha Ierondin
bafata,cosse,Sintcha Leuro
bafata,cosse,Sintcha Madiu
bafata,cosse,Sintcha Malam
bafata,cosse,Sintcha mamadi
bafata,cosse,Sintcha Mamadu Iero Lali
bafata,cosse,Sintcha Nhinha
bafata,cosse,Sintcha nhobun
bafata,cosse,sintcha queba
bafata,cosse,Sintcha Queba 2
bafata,cosse,Sintcha Quelo
bafata,cosse,Sintcha Sam Manduran
bafata,cosse,Sintcha Samba
bafata,cosse,Sintcha Samba Nha Na
bafata,cosse,Sintcha Sancun
bafata,cosse,Sintcha Serifo
bafata,cosse,Sintcha Usso
bafata,cosse,Sintcham Mussa
bafata,cosse,Sintcham Que
bafata,cosse,Sintcham Sadjo
bafata,cosse,Sintcham Sadjo
bafata,cosse,Sintcham Sara
bafata,cosse,Sintcham Umaro
bafata,cosse,Sintcham Waliel (Ecunda)
bafata,cosse,Sintcham-Delo
bafata,cosse,Sintcham-Djulde
bafata,cosse,Sintcham-Nhacori
bafata,cosse,Sintcham-Puloro
bafata,cosse,sintcham-Uro
bafata,cosse,Sintcham-Yero
bafata,cosse,SintchaUmaru
bafata,cosse,Tchabada
bafata,cosse,Tchanca
bafata,cosse,Tumbo  Saala
bafata,cosse,Tumbo Ndegue
bafata,cosse,Umaru Cosse
bafata,cosse,Wacaba
bafata,fajonquito,Banco
bafata,fajonquito,Bele Nhale
bafata,fajonquito,Berculom
bafata,fajonquito,Campara Djaube
bafata,fajonquito,Campara Nhaco
bafata,fajonquito,Cancubandji
bafata,fajonquito,Cancubandji Morcunda
bafata,fajonquito,Cancubandji Sintcha
bafata,fajonquito,Canhamine
bafata,fajonquito,Cansonco
bafata,fajonquito,Cubucunda
bafata,fajonquito,Djambur
bafata,fajonquito,Djarto
bafata,fajonquito,Fajonquito
bafata,fajonquito,Fanca
bafata,fajonquito,Farimbali
bafata,fajonquito,Lamoi
bafata,fajonquito,Lengueto
bafata,fajonquito,Madina
bafata,fajonquito,Madina Dama
bafata,fajonquito,Marubaque
bafata,fajonquito,Nucudo
bafata,fajonquito,Sam Mansata
bafata,fajonquito,Sambariana
bafata,fajonquito,Sambia
bafata,fajonquito,Sane Cunda
bafata,fajonquito,Sare Amadi
bafata,fajonquito,Sare Birai
bafata,fajonquito,Sare Canta
bafata,fajonquito,Sare Coba
bafata,fajonquito,Sare Coli Embalo
bafata,fajonquito,Sare Djamara
bafata,fajonquito,Sare Djata
bafata,fajonquito,Sare Mamudu
bafata,fajonquito,Sare Minine
bafata,fajonquito,Sare Pati
bafata,fajonquito,Sare Tchumbo
bafata,fajonquito,Sintcha Adjango
bafata,fajonquito,Sintcha Aliu Nhaco
bafata,fajonquito,Sintcha Amadu I
bafata,fajonquito,Sintcha Amadu II
bafata,fajonquito,Sintcha Amadu III
bafata,fajonquito,Sintcha Amel
bafata,fajonquito,Sintcha Assana
bafata,fajonquito,Sintcha Asset
bafata,fajonquito,Sintcha Bacar I
bafata,fajonquito,Sintcha Bacar II
bafata,fajonquito,Sintcha Bacar III
bafata,fajonquito,Sintcha Bala
bafata,fajonquito,Sintcha Bonadju
bafata,fajonquito,Sintcha Braima I
bafata,fajonquito,Sintcha Braima II
bafata,fajonquito,Sintcha Buba
bafata,fajonquito,Sintcha Buco I
bafata,fajonquito,Sintcha Buco II
bafata,fajonquito,Sintcha Buli
bafata,fajonquito,Sintcha Burre
bafata,fajonquito,Sintcha Cadi
bafata,fajonquito,Sintcha Camaco
bafata,fajonquito,Sintcha Cantaba
bafata,fajonquito,Sintcha Carme
bafata,fajonquito,Sintcha Cobugham
bafata,fajonquito,Sintcha Coli
bafata,fajonquito,Sintcha Demairo
bafata,fajonquito,Sintcha Demba
bafata,fajonquito,Sintcha Demba Djali
bafata,fajonquito,Sintcha Dico
bafata,fajonquito,Sintcha Dicore
bafata,fajonquito,Sintcha Dulo I
bafata,fajonquito,Sintcha Dulo II
bafata,fajonquito,Sintcha Eri I
bafata,fajonquito,Sintcha Eri II
bafata,fajonquito,Sintcha Farramba
bafata,fajonquito,Sintcha Fode
bafata,fajonquito,Sintcha Ganha
bafata,fajonquito,Sintcha Ilo
bafata,fajonquito,Sintcha Kera
bafata,fajonquito,Sintcha Mabel
bafata,fajonquito,Sintcha Malam
bafata,fajonquito,Sintcha Mama Ina
bafata,fajonquito,Sintcha Mamadu Cande
bafata,fajonquito,Sintcha Mamadu Gaulo
bafata,fajonquito,Sintcha Mamadu To Djau
bafata,fajonquito,Sintcha Mandjam
bafata,fajonquito,Sintcha More
bafata,fajonquito,Sintcha Mouro
bafata,fajonquito,Sintcha Mussa I
bafata,fajonquito,Sintcha Mussa II
bafata,fajonquito,Sintcha Ndura
bafata,fajonquito,Sintcha Queta
bafata,fajonquito,Sintcha Ramadjo
bafata,fajonquito,Sintcha Samabo
bafata,fajonquito,Sintcha Samba Nhaba
bafata,fajonquito,Sintcha Sambanhaba
bafata,fajonquito,Sintcha Sambel
bafata,fajonquito,Sintcha Sambu
bafata,fajonquito,Sintcha Sanuma
bafata,fajonquito,Sintcha Sori
bafata,fajonquito,Sintcha Tcherno
bafata,fajonquito,Sintcha Torra
bafata,fajonquito,Sintcha Tumane
bafata,fajonquito,Sintcha Umaro
bafata,fajonquito,Sintcha Ussu
bafata,fajonquito,Sintcham Quendo
bafata,fajonquito,Suna
bafata,fajonquito,Tabato
bafata,fajonquito,Walicunda
bafata,ga_carnes,Baio Mandinga
bafata,ga_carnes,Baio Negado
bafata,ga_carnes,Bidana
bafata,ga_carnes,Brontonhe
bafata,ga_carnes,Cancasso
bafata,ga_carnes,Flacam
bafata,ga_carnes,Ga-Carnes
bafata,ga_carnes,Ga-Com
bafata,ga_carnes,Ga-Dia
bafata,ga_carnes,Ga-Djon
bafata,ga_carnes,Gundague
bafata,ga_carnes,Madina
bafata,ga_carnes,Manghae
bafata,ga_carnes,Nlantar
bafata,ga_carnes,Ntalai
bafata,ga_carnes,Poindon
bafata,ga_carnes,Ponta Bitchala
bafata,ga_carnes,Ponta Cadjina
bafata,ga_carnes,Ponta Camba Baleta
bafata,ga_carnes,Ponta Francisco
bafata,ga_carnes,Ponta Nfurba
bafata,ga_carnes,Ponta Novo
bafata,ga_carnes,Ponta Novo 2
bafata,ga_carnes,Ponta Paulo
bafata,ga_carnes,Ponta Saido
bafata,ga_carnes,Ponta Tome
bafata,ga_carnes,Ponta Wassa
bafata,ga_carnes,Ponta Yala
bafata,ga_carnes,Prantchon
bafata,ga_carnes,Tabual
bafata,ga_carnes,Tcherno Mauser
bafata,ga_carnes,Temghedje
bafata,ga_carnes,Tubacuta
bafata,ga_carnes,Wedequeia
bafata,ga_carnes,Xime
bafata,ga_mamudo,Aguira
bafata,ga_mamudo,Bantandjam Fula
bafata,ga_mamudo,Bantandjam Mandjaco
bafata,ga_mamudo,Bembeto
bafata,ga_mamudo,Budanghare
bafata,ga_mamudo,Buntunssum
bafata,ga_mamudo,Campanu Fula
bafata,ga_mamudo,Campanu Mandinga
bafata,ga_mamudo,Cancobo
bafata,ga_mamudo,Cantacunda
bafata,ga_mamudo,Cape
bafata,ga_mamudo,Cotobila 
bafata,ga_mamudo,Cuncana
bafata,ga_mamudo,Cuntuba
bafata,ga_mamudo,Djabada
bafata,ga_mamudo,Farancunda Fula 
bafata,ga_mamudo,Farancunda Mandinga
bafata,ga_mamudo,Fode Sana
bafata,ga_mamudo,Ga Sambu
bafata,ga_mamudo,Ga-Dafe
bafata,ga_mamudo,Ga-Mamudu 
bafata,ga_mamudo,Ga-Massira
bafata,ga_mamudo,Ganhala Fula
bafata,ga_mamudo,Ganhala mandinga
bafata,ga_mamudo,Garcia
bafata,ga_mamudo,Ida
bafata,ga_mamudo,Iero Leluma
bafata,ga_mamudo,Judeia 
bafata,ga_mamudo,Kiki
bafata,ga_mamudo,Madina
bafata,ga_mamudo,Madina Tcherno
bafata,ga_mamudo,Mairdjo
bafata,ga_mamudo,Mampata
bafata,ga_mamudo,Mandjeno
bafata,ga_mamudo,Mangatala
bafata,ga_mamudo,Manside
bafata,ga_mamudo,Mbanum
bafata,ga_mamudo,Nemataba
bafata,ga_mamudo,Nhagha
bafata,ga_mamudo,Pacua
bafata,ga_mamudo,paonta Braima
bafata,ga_mamudo,Ponta Ambrosio
bafata,ga_mamudo,Prian de Baixo
bafata,ga_mamudo,Prian de Cima
bafata,ga_mamudo,Samba Ogo
bafata,ga_mamudo,Sambalele
bafata,ga_mamudo,Sanda Mena
bafata,ga_mamudo,Sare Ganha
bafata,ga_mamudo,Sawian
bafata,ga_mamudo,Sintchan Aladje
bafata,ga_mamudo,Sintchan Almane
bafata,ga_mamudo,Sintchan Amassamba
bafata,ga_mamudo,Sintchan Badju
bafata,ga_mamudo,Sintchan Bato
bafata,ga_mamudo,Sintchan Bela 
bafata,ga_mamudo,Sintchan Bobo
bafata,ga_mamudo,Sintchan Botche
bafata,ga_mamudo,Sintchan Bubacar
bafata,ga_mamudo,Sintchan Camissa
bafata,ga_mamudo,Sintchan Cantaba
bafata,ga_mamudo,Sintchan Demba Lau
bafata,ga_mamudo,Sintchan Demba Uri
bafata,ga_mamudo,Sintchan Dembel
bafata,ga_mamudo,Sintchan Dembuel
bafata,ga_mamudo,Sintchan Dico
bafata,ga_mamudo,Sintchan Djai
bafata,ga_mamudo,Sintchan Djobore
bafata,ga_mamudo,Sintchan Ioro Maro
bafata,ga_mamudo,Sintchan Jose
bafata,ga_mamudo,Sintchan Madi
bafata,ga_mamudo,Sintchan Madjalo
bafata,ga_mamudo,Sintchan Malam
bafata,ga_mamudo,Sintchan Mamadugundo
bafata,ga_mamudo,Sintchan Mamudu
bafata,ga_mamudo,Sintchan Mamudu
bafata,ga_mamudo,Sintchan Mansali 1
bafata,ga_mamudo,Sintchan Mare
bafata,ga_mamudo,Sintchan Masali 2
bafata,ga_mamudo,Sintchan Oio
bafata,ga_mamudo,Sintchan Puron
bafata,ga_mamudo,Sintchan Samba 
bafata,ga_mamudo,Sintchan Samba Djalo
bafata,ga_mamudo,Sintchan Sambaro
bafata,ga_mamudo,Sintchan Sambundo
bafata,ga_mamudo,Sintchan Selo
bafata,ga_mamudo,Sintchan Silate
bafata,ga_mamudo,Sintchan Sirifo
bafata,ga_mamudo,Sintchan Sisse
bafata,ga_mamudo,Sintchan Suleimane
bafata,ga_mamudo,Sintchan Talata
bafata,ga_mamudo,Sintchan Tenquina
bafata,ga_mamudo,Sintchan Umaro
bafata,ga_mamudo,Sintchan Wali
bafata,ga_mamudo,SintchanCadji
bafata,ga_mamudo,Sintchu
bafata,ga_mamudo,Tabato
bafata,ga_mamudo,Waia
bafata,ga_mamudo,Watchico
bafata,ga_ture, Belel 1e 2
bafata,ga_ture,Aldeia
bafata,ga_ture,Banir 1 e 2
bafata,ga_ture,Boa esperansa
bafata,ga_ture,Bulia
bafata,ga_ture,Campo Militar
bafata,ga_ture,caranquecunda
bafata,ga_ture,COOPAR12 SET
bafata,ga_ture,corubal
